Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,AL,Alabama,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,146",16.8,15.6,18.1,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,01,BO1,CAT1,GENHLTH,RESP056,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"2,227",27.9,26.5,29.3,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,01,BO1,CAT1,GENHLTH,RESP057,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,892",32.4,31,33.8,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,01,BO1,CAT1,GENHLTH,RESP058,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,578",15.7,14.6,16.7,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,01,BO1,CAT1,GENHLTH,RESP059,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,781,7.3,6.6,7.9,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,01,BO1,CAT1,GENHLTH,RESP060,"(32.84057112200048, -86.63186076199969)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,869,21.1,19.4,22.8,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP056,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,558",35.2,33.2,37.2,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP057,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,327",30.3,28.3,32.2,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP058,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,438,9.6,8.4,10.8,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP059,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,179,3.8,3.1,4.6,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP060,"(64.84507995700051, -147.72205903599973)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"2,668",19.2,18.1,20.3,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP056,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"4,807",31.4,30.1,32.6,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP057,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"4,427",30.4,29.2,31.7,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP058,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"2,121",14.6,13.6,15.6,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP059,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,809,4.5,3.9,5,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP060,"(34.865970280000454, -111.76381127699972)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,655,15.3,13.6,16.9,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP056,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,372",28.7,26.8,30.6,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP057,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,731",32.6,30.6,34.6,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP058,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,975,16,14.5,17.5,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP059,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,505,7.5,6.5,8.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP060,"(34.74865012400045, -92.27449074299966)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,879",20.5,19.5,21.6,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP056,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"2,874",31.5,30.2,32.7,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP057,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,496",29.9,28.6,31.1,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP058,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,144",13.5,12.6,14.4,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP059,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,426,4.6,4.1,5.2,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP060,"(37.63864012300047, -120.99999953799971)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"2,809",21.2,20.3,22.1,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP056,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"4,929",36.2,35.1,37.3,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP057,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"3,736",29.5,28.4,30.5,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP058,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,386",10.1,9.5,10.8,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP059,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,492,3.1,2.7,3.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP060,"(38.843840757000464, -106.13361092099967)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,807",23.4,22,24.8,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP056,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"2,849",34.8,33.3,36.3,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP057,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,151",27.5,26,28.9,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP058,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,861,11.3,10.3,12.3,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP059,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,267,3,2.5,3.6,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP060,"(41.56266102000046, -72.64984095199964)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,745,18.9,17.2,20.7,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP056,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,388",32.6,30.6,34.7,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP057,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,356",32.9,30.8,34.9,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP058,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,593,12.1,10.7,13.4,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP059,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,203,3.5,2.9,4.2,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP060,"(39.008830667000495, -75.57774116799965)"
2014,DC,District of Columbia,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,940,26,23.7,28.4,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,11,BO1,CAT1,GENHLTH,RESP056,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,391",36,33.4,38.6,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,11,BO1,CAT1,GENHLTH,RESP057,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,113",25.1,22.8,27.4,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,11,BO1,CAT1,GENHLTH,RESP058,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,458,9.4,7.9,10.9,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,11,BO1,CAT1,GENHLTH,RESP059,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,165,3.5,2.5,4.5,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,11,BO1,CAT1,GENHLTH,RESP060,"(38.89037138500049, -77.03196112699965)"
2014,FL,Florida,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,914",20.7,19.5,21.8,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,12,BO1,CAT1,GENHLTH,RESP056,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"3,014",28.8,27.6,30.1,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,12,BO1,CAT1,GENHLTH,RESP057,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,919",31.2,29.9,32.5,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,12,BO1,CAT1,GENHLTH,RESP058,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,364",14.2,13.2,15.2,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,12,BO1,CAT1,GENHLTH,RESP059,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,538,5.1,4.5,5.7,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,12,BO1,CAT1,GENHLTH,RESP060,"(28.932040377000476, -81.92896053899966)"
2014,GA,Georgia,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,087",19,17.6,20.4,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,13,BO1,CAT1,GENHLTH,RESP056,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,945",30.6,29,32.1,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,13,BO1,CAT1,GENHLTH,RESP057,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,957",31.6,30,33.3,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,13,BO1,CAT1,GENHLTH,RESP058,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,917,13.1,12,14.2,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,13,BO1,CAT1,GENHLTH,RESP059,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,426,5.7,4.9,6.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,13,BO1,CAT1,GENHLTH,RESP060,"(32.83968109300048, -83.62758034599966)"
2014,HI,Hawaii,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,429",20.6,19.2,22,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,15,BO1,CAT1,GENHLTH,RESP056,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"2,144",28.8,27.3,30.3,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,15,BO1,CAT1,GENHLTH,RESP057,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,506",36.1,34.5,37.7,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,15,BO1,CAT1,GENHLTH,RESP058,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,876,11.2,10.2,12.2,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,15,BO1,CAT1,GENHLTH,RESP059,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,289,3.3,2.8,3.9,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,15,BO1,CAT1,GENHLTH,RESP060,"(21.304850435000446, -157.85774940299973)"
2014,ID,Idaho,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,998,20.7,19,22.4,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,16,BO1,CAT1,GENHLTH,RESP056,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,904",36.4,34.5,38.4,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,16,BO1,CAT1,GENHLTH,RESP057,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,663",29.8,28,31.5,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,16,BO1,CAT1,GENHLTH,RESP058,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,633,9.4,8.4,10.5,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,16,BO1,CAT1,GENHLTH,RESP059,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,270,3.7,3,4.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,16,BO1,CAT1,GENHLTH,RESP060,"(43.682630005000476, -114.3637300419997)"
2014,IL,Illinois,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,928,18.5,17.1,19.9,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,17,BO1,CAT1,GENHLTH,RESP056,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,688",31.8,30.1,33.5,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,17,BO1,CAT1,GENHLTH,RESP057,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,571",32.4,30.6,34.1,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,17,BO1,CAT1,GENHLTH,RESP058,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,652,13.6,12.3,14.9,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,17,BO1,CAT1,GENHLTH,RESP059,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,212,3.8,3,4.5,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,17,BO1,CAT1,GENHLTH,RESP060,"(40.48501028300046, -88.99771017799969)"
2014,IN,Indiana,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,646",15.6,14.6,16.5,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,18,BO1,CAT1,GENHLTH,RESP056,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"3,651",30.7,29.5,31.8,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,18,BO1,CAT1,GENHLTH,RESP057,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"3,783",34.9,33.7,36.1,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,18,BO1,CAT1,GENHLTH,RESP058,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,623",13.4,12.6,14.2,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,18,BO1,CAT1,GENHLTH,RESP059,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,728,5.5,5,6,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,18,BO1,CAT1,GENHLTH,RESP060,"(39.766910452000445, -86.14996019399968)"
2014,IA,Iowa,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,333",18.5,17.3,19.6,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,19,BO1,CAT1,GENHLTH,RESP056,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"2,924",36.8,35.4,38.2,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,19,BO1,CAT1,GENHLTH,RESP057,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,600",31.2,29.9,32.5,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,19,BO1,CAT1,GENHLTH,RESP058,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,932,10.4,9.6,11.3,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,19,BO1,CAT1,GENHLTH,RESP059,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,325,3.2,2.7,3.6,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,19,BO1,CAT1,GENHLTH,RESP060,"(42.46940091300047, -93.81649055599968)"
2014,KS,Kansas,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"2,338",18.6,17.8,19.5,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,20,BO1,CAT1,GENHLTH,RESP056,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"4,770",34.8,33.8,35.8,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,20,BO1,CAT1,GENHLTH,RESP057,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"4,360",31.2,30.2,32.1,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,20,BO1,CAT1,GENHLTH,RESP058,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,666",11.7,11,12.3,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,20,BO1,CAT1,GENHLTH,RESP059,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,571,3.8,3.4,4.1,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,20,BO1,CAT1,GENHLTH,RESP060,"(38.34774030000045, -98.20078122699965)"
2014,KY,Kentucky,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,355",15.5,14.3,16.7,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,21,BO1,CAT1,GENHLTH,RESP056,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"3,174",29.4,28,30.8,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,21,BO1,CAT1,GENHLTH,RESP057,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"3,558",30.8,29.4,32.2,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,21,BO1,CAT1,GENHLTH,RESP058,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"2,060",15.9,14.8,17,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,21,BO1,CAT1,GENHLTH,RESP059,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,"1,032",8.4,7.5,9.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,21,BO1,CAT1,GENHLTH,RESP060,"(37.645970271000465, -84.77497104799966)"
